AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,CAND_EDU,CAND_PARTY,CRIMINAL_CASE,TOTAL_ASSET,TOTAL_LIB,PAN,ITR_FILED,TOTAL_VALID_VOTES,POSITION
155,Vallabh Nagar,GEN,GAJENDRA SINGH SHAKTAWAT,M,GEN,41,NA,INC,NA,NA,NA,NA,NA,61732,2
155,Vallabh Nagar,GEN,GANPAT LAL MENARIA,M,GEN,56,Graduate,BJP,0,10804167,5911087,Yes,Yes,21579,3
155,Vallabh Nagar,GEN,JAGDISH,M,SC,58,8th Pass,BSP,0,7911500,0,Yes,No,1100,6
155,Vallabh Nagar,GEN,M. RANDHIR SINGH BHINDER,M,GEN,58,NA,IND,NA,NA,NA,NA,NA,74899,1
50,Vidhyadhar Nagar,GEN,ABDUL AZIZ,M,GEN,56,Graduate,IPGP,0,44000,0,No,No,134,19
50,Vidhyadhar Nagar,GEN,BABLI SHARMA,F,GEN,34,8th Pass,MEDP,0,727000,95000,No,No,364,15
50,Vidhyadhar Nagar,GEN,BANSHIDHAR,M,GEN,61,12th Pass,IND,1,5300500,0,No,Yes,3907,3
50,Vidhyadhar Nagar,GEN,BHAGIRATH SINGH,M,GEN,33,Graduate,BYS,0,3053200,902196,Yes,Yes,229,16
50,Vidhyadhar Nagar,GEN,DILIP SONI,M,GEN,35,10th Pass,NPEP,0,2922000,0,Yes,No,849,9
50,Vidhyadhar Nagar,GEN,KAILASH CHANDRA,M,GEN,46,8th Pass,CPI,0,5996000,200000,Yes,Yes,1699,6
50,Vidhyadhar Nagar,GEN,MAHESH KUMAR,M,SC,29,5th Pass,BA S D,0,402000,0,No,Yes,453,12
50,Vidhyadhar Nagar,GEN,NAGENDRA SINGH SHEKHAWAT,M,GEN,37,Post Graduate,IND,0,352323,0,Yes,No,1962,5
50,Vidhyadhar Nagar,GEN,NARPAT SINGH RAJVI,M,GEN,62,Post Graduate,BJP,0,93152939,0,Yes,No,107068,1
50,Vidhyadhar Nagar,GEN,NRIPESH KUMAR SHARMA,M,GEN,43,Graduate,SP,0,3789000,0,Yes,Yes,139,18
50,Vidhyadhar Nagar,GEN,RAJENDRA MAHROLI,M,GEN,41,Graduate,IND,0,720000,450000,Yes,No,450,13
50,Vidhyadhar Nagar,GEN,RAVINDRANATH,M,GEN,58,Post Graduate,RPI(A),0,82000,0,Yes,No,173,17
50,Vidhyadhar Nagar,GEN,SANJAY GOYAL,M,GEN,45,10th Pass,IND,0,2238000,0,Yes,Yes,848,10
50,Vidhyadhar Nagar,GEN,SHRIKANT,M,GEN,33,12th Pass,IND,0,742987,0,Yes,Yes,803,11
50,Vidhyadhar Nagar,GEN,SUNIL SANKHLA,M,SC,29,12th Pass,IND,0,45000,0,Yes,No,435,14
50,Vidhyadhar Nagar,GEN,SUSHIL SHARMA,M,GEN,51,10th Pass,JGP,0,587585,100000,Yes,Yes,1506,7
50,Vidhyadhar Nagar,GEN,VIKRAM SINGH SHEKHAWAT,M,GEN,55,Post Graduate,INC,0,35353189,1133200,No,No,69155,2
50,Vidhyadhar Nagar,GEN,VISHNU PRATAP SINGH,M,GEN,32,Others,BSP,0,9175000,0,Yes,No,878,8
41,Viratnagar,GEN,AMIN KHA,M,GEN,35,Literate,IND,0,1435000,0,Yes,No,147,20
41,Viratnagar,GEN,BAJRANG SINGH,M,GEN,30,Graduate Professional,NPEP,0,2548200,571330,No,No,3008,4
41,Viratnagar,GEN,BHEENVA RAM CHANDOLIYA,M,SC,33,Graduate Professional,IND,0,840942,0,Yes,No,266,19
41,Viratnagar,GEN,BHEEVA RAM,M,GEN,40,Graduate,IND,0,1459000,0,No,No,318,16
41,Viratnagar,GEN,CHANDRAPRAKASH TANWAR,M,SC,38,5th Pass,IND,0,1200000,1600,No,No,268,18
41,Viratnagar,GEN,DHOONI LAL DUHARIYA,M,SC,70,10th Pass,IND,0,2725000,0,Yes,Yes,403,14
41,Viratnagar,GEN,DR. PHOOLCHAND BHINDA,M,GEN,62,10th Pass,BJP,0,344505,0,Yes,No,57902,1
41,Viratnagar,GEN,GUJARMAL SHARMA,M,GEN,41,Post Graduate,JGP,0,7167000,3442625,Yes,No,1070,8
41,Viratnagar,GEN,LAXMAN SINGH,M,GEN,37,Graduate,LJP,0,1148500,275000,Yes,Yes,892,9
41,Viratnagar,GEN,MAHESH SINGH,M,GEN,33,Post Graduate,IND,0,10535,0,No,No,779,11
41,Viratnagar,GEN,MOHAN LAL SAINI,M,GEN,42,Doctorate,IND,0,14446224,202000,Yes,No,782,10
41,Viratnagar,GEN,POORAN MAL JAT,M,GEN,54,Literate,IND,0,4510376,0,Yes,Yes,271,17
41,Viratnagar,GEN,RAJESH DEVI,F,GEN,28,8th Pass,BSP,0,6867000,0,Yes,Yes,1545,7
41,Viratnagar,GEN,RAMCHANDRA,M,GEN,60,Graduate,INC,0,51575362,5200000,No,No,48504,2
41,Viratnagar,GEN,SACHIN,M,SC,26,10th Pass,IND,0,153000,0,No,No,2047,5
41,Viratnagar,GEN,SANDEEP SHARMA,M,GEN,37,12th Pass,IND,1,12007322,1345000,No,No,1622,6
41,Viratnagar,GEN,SITARAM,M,GEN,41,12th Pass,IND,0,559000,40000,Yes,No,387,15
41,Viratnagar,GEN,SUBHASH CHANDRA,M,GEN,57,10th Pass,IND,0,8938522,1441152,Yes,Yes,6254,3
41,Viratnagar,GEN,VALI MOHAMMAD,M,GEN,35,Literate,IND,0,555000,0,Yes,Yes,570,13
75,Weir ,SC,ATAR SINGH PAGARIYA,M,SC,48,Graduate,BSP,0,1465000,0,Yes,Yes,36911,3
75,Weir ,SC,BAHADUR SINGH,M,SC,55,Literate,BJP,0,13005818,830000,No,No,53649,1
75,Weir ,SC,BALSWAROOP,M,SC,32,10th Pass,RJVP,0,452000,0,Yes,Yes,178,12
75,Weir ,SC,KAMLESH,F,SC,32,8th Pass,BHBP,0,620000,0,Yes,Yes,142,14
75,Weir ,SC,KANHAIYA LAL,M,SC,36,10th Pass,IND,0,680000,0,Yes,Yes,540,8
75,Weir ,SC,MAHENDRA SINGH,M,SC,46,Graduate,NPEP,0,5881641,0,Yes,Yes,11034,4
75,Weir ,SC,MAHESH,M,SC,46,Literate,BYS,0,1298000,0,No,Yes,319,11
75,Weir ,SC,OM PRAKASH PAHADIYA,M,SC,58,Post Graduate,INC,0,82814000,155186,No,No,40226,2
75,Weir ,SC,PUSHKAR JATAV,M,SC,30,12th Pass,IPGP,0,960500,0,Yes,Yes,152,13
75,Weir ,SC,RAJEEV DHOBI,M,SC,42,10th Pass,JGP,0,0,0,No,No,420,9
75,Weir ,SC,RAMJI LAL,M,SC,65,Graduate Professional,NCP,0,2350000,0,Yes,No,776,7
75,Weir ,SC,RAMSINGH,M,SC,55,Literate,IND,0,1500000,0,No,No,1023,6
75,Weir ,SC,SHYAM SUNDAR,M,SC,33,12th Pass,SP,0,9994789,500000,Yes,Yes,319,10
75,Weir ,SC,UDAY SINGH,M,SC,57,Illiterate,IVD,0,1650000,0,No,Yes,120,15
